month,week,term,inquiry_topic,category,inquiry_date,day_name,delivery_method,inquiry_count
September 2023,W5,Fall 2023,Directions,Other,2023-09-29,Friday,In-person,2
September 2023,W5,Fall 2023,Discipline,Referral,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Discipline,Referral,2023-09-26,Tuesday,Email,1
September 2023,W5,Fall 2023,Discipline,Referral,2023-09-29,Friday,Email,1
September 2023,W5,Fall 2023,Engineering Program Transition Courses,Academics,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Exams/Mid-Terms,Academics,2023-09-25,Monday,In-person,1
September 2023,W5,Fall 2023,Fees,Financial,2023-09-26,Tuesday,In-person,1
September 2023,W5,Fall 2023,Fees,Financial,2023-09-29,Friday,Phone,2
September 2023,W5,Fall 2023,First Year Ambassador Program,Academics,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,First Year In Two Years,Academics,2023-09-26,Tuesday,In-person,1
September 2023,W5,Fall 2023,General Academic Advising,Academics,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,General Academic Advising,Academics,2023-09-28,Thursday,In-person,1
September 2023,W5,Fall 2023,International Student Support,Referral,2023-09-25,Monday,In-person,1
September 2023,W5,Fall 2023,Liberals,Academics,2023-09-28,Thursday,Email,1
September 2023,W5,Fall 2023,Lockers,Other,2023-09-25,Monday,Email,4
September 2023,W5,Fall 2023,Lockers,Other,2023-09-25,Monday,In-person,1
September 2023,W5,Fall 2023,Lockers,Other,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Lockers,Other,2023-09-27,Wednesday,In-person,1
September 2023,W5,Fall 2023,Lockers,Other,2023-09-28,Thursday,In-person,1
September 2023,W5,Fall 2023,Myservicehub Navigation,Other,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Osap,Financial,2023-09-26,Tuesday,Email,1
September 2023,W5,Fall 2023,Osap,Financial,2023-09-27,Wednesday,In-person,1
September 2023,W5,Fall 2023,Osap,Financial,2023-09-29,Friday,Phone,1
September 2023,W5,Fall 2023,Osms/Oseie,Other,2023-09-28,Thursday,Email,1
September 2023,W5,Fall 2023,Other,Academics,2023-09-28,Thursday,In-person,1
September 2023,W5,Fall 2023,Plan Change,Academics,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Plan Change,Academics,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Probation Contract,Academics,2023-09-26,Tuesday,Email,1
September 2023,W5,Fall 2023,Probation Contract,Academics,2023-09-28,Thursday,Email,2
September 2023,W5,Fall 2023,Service Hub,Referral,2023-09-25,Monday,In-person,1
September 2023,W5,Fall 2023,Service Hub,Referral,2023-09-26,Tuesday,In-person,2
September 2023,W5,Fall 2023,Service Hub,Referral,2023-09-29,Friday,Phone,2
September 2023,W5,Fall 2023,Study Halls,Academics,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Study Halls,Academics,2023-09-25,Monday,Email,2
September 2023,W5,Fall 2023,Study Halls,Academics,2023-09-26,Tuesday,Email,14
September 2023,W5,Fall 2023,Study Halls,Academics,2023-09-29,Friday,In-person,1
September 2023,W5,Fall 2023,"Supplies Request, E.G. Stapler, Scissor, Etc",Other,2023-09-27,Wednesday,In-person,2
September 2023,W5,Fall 2023,Toronto Mentropolitan Student Union (Tmsu),Mental Health and Wellness,2023-09-26,Tuesday,Email,1
September 2023,W5,Fall 2023,Transfer Credits,Referral,2023-09-25,Monday,In-person,1
September 2023,W5,Fall 2023,Transfer Credits,Referral,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Transferring Programs - Outside Of Engineering,Referral,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Transferring Programs - Outside Of Engineering,Referral,2023-09-28,Thursday,Email,1
September 2023,W5,Fall 2023,Withdrawal - Permanent,Academics,2023-09-25,Monday,In-person,1
September 2023,W5,Fall 2023,Withdrawal - Permanent,Academics,2023-09-27,Wednesday,In-person,1
September 2023,W5,Fall 2023,Writing Test/Cen 199,Academics,2023-09-25,Monday,Email,1
September 2023,W5,Fall 2023,Writing Test/Cen 199,Academics,2023-09-27,Wednesday,In-person,1
