month,week,term,inquiry_topic,category,inquiry_date,day_name,delivery_method,inquiry_count
November 2023,W5,Fall 2023,Liberals,Academics,2023-11-28,Tuesday,In-person,1
November 2023,W5,Fall 2023,Lost And Found,Other,2023-11-28,Tuesday,In-person,1
November 2023,W5,Fall 2023,Myservicehub Navigation,Other,2023-11-28,Tuesday,Email,2
November 2023,W5,Fall 2023,Osap,Financial,2023-11-29,Wednesday,Email,1
November 2023,W5,Fall 2023,Other,Academics,2023-11-27,Monday,Email,1
November 2023,W5,Fall 2023,Other,Academics,2023-11-27,Monday,In-person,1
November 2023,W5,Fall 2023,Other,Academics,2023-11-28,Tuesday,In-person,3
November 2023,W5,Fall 2023,Other,Academics,2023-11-29,Wednesday,Email,2
November 2023,W5,Fall 2023,Other,Academics,2023-11-30,Thursday,Email,2
November 2023,W5,Fall 2023,Other,Academics,2023-11-30,Thursday,In-person,3
November 2023,W5,Fall 2023,Plan Change,Academics,2023-11-27,Monday,In-person,8
November 2023,W5,Fall 2023,Plan Change,Academics,2023-11-28,Tuesday,Email,1
November 2023,W5,Fall 2023,Plan Change,Academics,2023-11-28,Tuesday,In-person,1
November 2023,W5,Fall 2023,Plan Change,Academics,2023-11-29,Wednesday,Email,3
November 2023,W5,Fall 2023,Plan Change,Academics,2023-11-29,Wednesday,In-person,2
November 2023,W5,Fall 2023,Plan Change,Academics,2023-11-30,Thursday,In-person,4
November 2023,W5,Fall 2023,Probation Contract,Academics,2023-11-27,Monday,In-person,1
November 2023,W5,Fall 2023,Probation Contract,Academics,2023-11-29,Wednesday,Phone,1
November 2023,W5,Fall 2023,Service Hub,Referral,2023-11-29,Wednesday,Email,1
November 2023,W5,Fall 2023,Study Halls,Academics,2023-11-28,Tuesday,In-person,1
November 2023,W5,Fall 2023,"Supplies Request, E.G. Stapler, Scissor, Etc",Other,2023-11-27,Monday,In-person,2
November 2023,W5,Fall 2023,"Supplies Request, E.G. Stapler, Scissor, Etc",Other,2023-11-28,Tuesday,In-person,1
November 2023,W5,Fall 2023,Test Center/Makeup Exam,Referral,2023-11-30,Thursday,Email,2
November 2023,W5,Fall 2023,Transferring Programs - Outside Of Engineering,Referral,2023-11-30,Thursday,In-person,1
November 2023,W5,Fall 2023,Upper Year Students,Referral,2023-11-27,Monday,Email,1
November 2023,W5,Fall 2023,Upper Year Students,Referral,2023-11-28,Tuesday,Phone,1
November 2023,W5,Fall 2023,Wait List,Academics,2023-11-28,Tuesday,In-person,1
November 2023,W5,Fall 2023,Writing Test/Cen 199,Academics,2023-11-27,Monday,In-person,1
